-------------------------当前TTI1----------------------------------
Id 距离     平均吞吐量     总比特数
11   33.6155    49.9282      14.998
13   66.7533    48.4801      14.764
14   33.2415    49.7099      15.137
-------------------------当前TTI303----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.9265      19.952
2   69.6419    66.2115      19.91
3   37.108    66.3799      20.248
5   69.2315    66.642      20.108
7   72.2496    65.1735      20.336
8   52.469    66.5855      19.658
10   51.1957    49.6242      14.893
11   33.6155    51.0354      15.059
13   66.7533    49.9321      14.827
14   33.2415    47.1389      15.161
-------------------------当前TTI304----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.6339      20.035
2   69.6419    66.4904      19.979
3   37.108    64.3419      20.294
5   69.2315    65.8778      20.167
7   72.2496    64.9562      20.399
8   52.469    67.5269      19.734
10   51.1957    50.5618      14.952
11   33.6155    52.1319      15.121
13   66.7533    51.6389      14.894
14   33.2415    43.425      15.171
-------------------------当前TTI305----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3705      20.1
2   69.6419    68.3414      20.064
3   37.108    62.8077      20.343
5   69.2315    66.99      20.244
7   72.2496    64.8606      20.463
8   52.469    66.4742      19.791
10   51.1957    51.5056      15.012
11   33.6155    53.1187      15.183
13   66.7533    51.475      14.944
14   33.2415    41.6825      15.197
-------------------------当前TTI306----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.3335      20.177
2   69.6419    68.3073      20.132
3   37.108    61.8269      20.396
5   69.2315    67.291      20.314
7   72.2496    63.3745      20.513
8   52.469    67.7268      19.87
10   51.1957    51.655      15.065
11   33.6155    53.9068      15.244
13   66.7533    50.5275      14.986
14   33.2415    41.7143      15.239
-------------------------当前TTI307----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8002      20.24
2   69.6419    68.9766      20.207
3   37.108    61.6442      20.456
5   69.2315    66.7619      20.376
7   72.2496    63.6371      20.579
8   52.469    68.0541      19.941
10   51.1957    50.8895      15.109
11   33.6155    52.5161      15.284
13   66.7533    51.2748      15.044
14   33.2415    43.2429      15.296
-------------------------当前TTI308----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.6202      20.296
2   69.6419    69.4789      20.281
3   37.108    62.2798      20.524
5   69.2315    65.7857      20.433
7   72.2496    63.6734      20.643
8   52.469    68.9487      20.018
10   51.1957    51.8006      15.169
11   33.6155    51.7645      15.329
13   66.7533    49.4473      15.077
14   33.2415    44.9186      15.356
-------------------------当前TTI309----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.0582      20.367
2   69.6419    68.131      20.337
3   37.108    63.2518      20.596
5   69.2315    64.7071      20.488
7   72.2496    63.4061      20.704
8   52.469    70.2538      20.1
10   51.1957    52.1205      15.224
11   33.6155    52.2881      15.386
13   66.7533    49.3026      15.125
14   33.2415    44.2267      15.394
-------------------------当前TTI310----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8524      20.442
2   69.6419    67.3179      20.397
3   37.108    63.3266      20.66
5   69.2315    65.2364      20.558
7   72.2496    65.5655      20.789
8   52.469    67.6284      20.144
10   51.1957    52.6085      15.281
11   33.6155    52.6593      15.442
13   66.7533    49.1723      15.173
14   33.2415    43.504      15.431
-------------------------当前TTI311----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3672      20.505
2   69.6419    65.6861      20.448
3   37.108    65.4939      20.745
5   69.2315    65.7128      20.628
7   72.2496    64.709      20.846
8   52.469    67.9656      20.215
10   51.1957    51.7477      15.325
11   33.6155    51.1934      15.48
13   66.7533    50.1551      15.232
14   33.2415    44.8536      15.488
-------------------------当前TTI312----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.2305      20.581
2   69.6419    66.7175      20.524
3   37.108    63.5445      20.791
5   69.2315    66.3415      20.7
7   72.2496    64.1381      20.905
8   52.469    67.969      20.283
10   51.1957    51.5729      15.375
11   33.6155    51.9741      15.539
13   66.7533    50.3396      15.284
14   33.2415    44.0682      15.525
-------------------------当前TTI313----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.4075      20.641
2   69.6419    66.7458      20.591
3   37.108    64.3901      20.863
5   69.2315    67.3074      20.776
7   72.2496    64.4243      20.972
8   52.469    66.7721      20.339
10   51.1957    51.8156      15.429
11   33.6155    52.0767      15.592
13   66.7533    51.4056      15.345
14   33.2415    42.6614      15.555
-------------------------当前TTI314----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.5667      20.7
2   69.6419    65.2712      20.643
3   37.108    66.7511      20.951
5   69.2315    67.2767      20.843
7   72.2496    63.8819      21.031
8   52.469    67.3949      20.412
10   51.1957    51.234      15.475
11   33.6155    53.869      15.662
13   66.7533    50.565      15.388
14   33.2415    42.2953      15.594
-------------------------当前TTI315----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.01      20.771
2   69.6419    65.1441      20.707
3   37.108    66.376      21.014
5   69.2315    66.949      20.907
7   72.2496    64.9937      21.106
8   52.469    66.5554      20.471
10   51.1957    50.3106      15.517
11   33.6155    52.9821      15.707
13   66.7533    50.9085      15.442
14   33.2415    43.7658      15.651
-------------------------当前TTI316----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.709      20.825
2   69.6419    66.4297      20.785
3   37.108    66.3384      21.08
5   69.2315    66.4541      20.969
7   72.2496    65.9943      21.181
8   52.469    65.9999      20.532
10   51.1957    49.3795      15.558
11   33.6155    53.3839      15.764
13   66.7533    51.4177      15.498
14   33.2415    43.7892      15.695
-------------------------当前TTI317----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.6381      20.9
2   69.6419    65.9867      20.847
3   37.108    65.8046      21.141
5   69.2315    66.6087      21.037
7   72.2496    65.8949      21.246
8   52.469    65.9999      20.598
10   51.1957    49.6416      15.61
11   33.6155    51.8455      15.802
13   66.7533    50.8759      15.544
14   33.2415    45.7103      15.758
-------------------------当前TTI318----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.4743      20.975
2   69.6419    64.488      20.898
3   37.108    66.5241      21.214
5   69.2315    65.6478      21.094
7   72.2496    66.4054      21.317
8   52.469    66.4999      20.669
10   51.1957    49.9774      15.663
11   33.6155    52.861      15.864
13   66.7533    49.6883      15.583
14   33.2415    45.6393      15.803
-------------------------当前TTI319----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.8269      21.036
2   69.6419    64.6392      20.964
3   37.108    66.9717      21.285
5   69.2315    64.983      21.153
7   72.2496    66.0649      21.38
8   52.469    67.4499      20.745
10   51.1957    47.6797      15.69
11   33.6155    51.1749      15.9
13   66.7533    50.5195      15.641
14   33.2415    48.6754      15.879
-------------------------当前TTI320----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.8442      21.083
2   69.6419    64.8753      21.031
3   37.108    68.6745      21.369
5   69.2315    63.1847      21.2
7   72.2496    65.8584      21.444
8   52.469    69.4049      20.832
10   51.1957    49.0117      15.751
11   33.6155    50.2574      15.942
13   66.7533    49.5676      15.682
14   33.2415    49.3079      15.934
-------------------------当前TTI321----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.3598      21.153
2   69.6419    66.0878      21.108
3   37.108    66.907      21.42
5   69.2315    64.2662      21.274
7   72.2496    64.7726      21.499
8   52.469    69.4644      20.902
10   51.1957    49.6105      15.806
11   33.6155    47.3317      15.963
13   66.7533    48.9108      15.725
14   33.2415    52.2771      16.013
-------------------------当前TTI322----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.1238      21.226
2   69.6419    65.379      21.167
3   37.108    66.9163      21.487
5   69.2315    63.7396      21.333
7   72.2496    65.1953      21.568
8   52.469    69.518      20.972
10   51.1957    49.1495      15.851
11   33.6155    47.5985      16.013
13   66.7533    47.5197      15.76
14   33.2415    53.8494      16.081
-------------------------当前TTI323----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.6114      21.297
2   69.6419    65.7411      21.236
3   37.108    66.0247      21.545
5   69.2315    64.4656      21.404
7   72.2496    65.6758      21.638
8   52.469    68.3662      21.03
10   51.1957    49.3346      15.902
11   33.6155    48.7387      16.072
13   66.7533    45.9677      15.792
14   33.2415    54.0645      16.137
-------------------------当前TTI324----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0503      21.358
2   69.6419    65.167      21.296
3   37.108    67.1222      21.622
5   69.2315    64.819      21.472
7   72.2496    67.7082      21.724
8   52.469    66.0296      21.075
10   51.1957    50.0011      15.958
11   33.6155    48.2648      16.116
13   66.7533    44.6709      15.825
14   33.2415    55.1581      16.202
-------------------------当前TTI325----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.9453      21.443
2   69.6419    65.6503      21.366
3   37.108    64.81      21.666
5   69.2315    64.5371      21.534
7   72.2496    68.9374      21.804
8   52.469    65.1266      21.132
10   51.1957    49.801      16.006
11   33.6155    47.7383      16.159
13   66.7533    46.3038      15.886
14   33.2415    54.3423      16.249
-------------------------当前TTI326----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.1508      21.523
2   69.6419    65.4853      21.43
3   37.108    63.729      21.72
5   69.2315    66.1834      21.615
7   72.2496    65.7437      21.841
8   52.469    66.6139      21.212
10   51.1957    49.2209      16.05
11   33.6155    47.0645      16.2
13   66.7533    45.9734      15.929
14   33.2415    55.8081      16.318
-------------------------当前TTI327----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.4357      21.585
2   69.6419    64.9368      21.49
3   37.108    65.0561      21.797
5   69.2315    65.8651      21.678
7   72.2496    65.8693      21.908
8   52.469    66.8525      21.281
10   51.1957    49.2988      16.1
11   33.6155    46.8581      16.245
13   66.7533    46.8761      15.984
14   33.2415    55.0273      16.366
-------------------------当前TTI328----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.8921      21.638
2   69.6419    63.9431      21.545
3   37.108    67.6505      21.888
5   69.2315    66.9786      21.755
7   72.2496    67.0824      21.986
8   52.469    64.5673      21.325
10   51.1957    50.7689      16.164
11   33.6155    47.1723      16.295
13   66.7533    48.2885      16.045
14   33.2415    51.7246      16.388
-------------------------当前TTI329----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.0029      21.706
2   69.6419    64.1488      21.611
3   37.108    67.3854      21.953
5   69.2315    68.2807      21.835
7   72.2496    67.4742      22.057
8   52.469    62.9106      21.373
10   51.1957    49.592      16.203
11   33.6155    47.5551      16.346
13   66.7533    50.1597      16.112
14   33.2415    50.6521      16.429
-------------------------当前TTI330----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.7026      21.77
2   69.6419    63.0339      21.664
3   37.108    68.8469      22.035
5   69.2315    67.2526      21.893
7   72.2496    67.7268      22.127
8   52.469    63.6195      21.443
10   51.1957    49.7328      16.254
11   33.6155    46.3996      16.382
13   66.7533    50.0437      16.161
14   33.2415    51.7869      16.491
-------------------------当前TTI331----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.4323      21.834
2   69.6419    62.6305      21.723
3   37.108    69.4622      22.11
5   69.2315    67.1273      21.959
7   72.2496    66.9541      22.187
8   52.469    64.5576      21.516
10   51.1957    48.0595      16.287
11   33.6155    47.2596      16.437
13   66.7533    51.4393      16.225
14   33.2415    51.1082      16.536
-------------------------当前TTI332----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.6891      21.893
2   69.6419    62.4674      21.784
3   37.108    70.416      22.189
5   69.2315    67.5146      22.03
7   72.2496    65.7587      22.242
8   52.469    65.4018      21.589
10   51.1957    49.3536      16.348
11   33.6155    47.7336      16.489
13   66.7533    52.1954      16.284
14   33.2415    48.5974      16.562
-------------------------当前TTI333----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.3202      21.945
2   69.6419    64.1207      21.863
3   37.108    70.0744      22.256
5   69.2315    66.3631      22.086
7   72.2496    63.9828      22.29
8   52.469    68.2616      21.683
10   51.1957    48.5182      16.389
11   33.6155    47.0602      16.53
13   66.7533    52.9759      16.344
14   33.2415    49.3377      16.618
-------------------------当前TTI334----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.9882      22.026
2   69.6419    64.8086      21.934
3   37.108    67.767      22.303
5   69.2315    67.3268      22.162
7   72.2496    62.8845      22.343
8   52.469    68.3354      21.752
10   51.1957    50.9664      16.462
11   33.6155    46.0542      16.567
13   66.7533    51.3783      16.381
14   33.2415    49.5039      16.669
-------------------------当前TTI335----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.6894      22.089
2   69.6419    65.2277      22.003
3   37.108    67.6903      22.37
5   69.2315    67.0941      22.227
7   72.2496    63.0961      22.408
8   52.469    68.4019      21.821
10   51.1957    50.1698      16.505
11   33.6155    46.0488      16.613
13   66.7533    49.5405      16.414
14   33.2415    52.1535      16.745
-------------------------当前TTI336----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8205      22.176
2   69.6419    68.2049      22.098
3   37.108    62.6213      22.387
5   69.2315    66.0847      22.284
7   72.2496    64.0865      22.481
8   52.469    68.4617      21.89
10   51.1957    48.6528      16.54
11   33.6155    45.4439      16.653
13   66.7533    51.4864      16.483
14   33.2415    52.3381      16.799
-------------------------当前TTI337----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.4385      22.25
2   69.6419    68.7844      22.172
3   37.108    61.4592      22.438
5   69.2315    65.2762      22.342
7   72.2496    63.4779      22.539
8   52.469    69.8155      21.972
10   51.1957    47.8875      16.581
11   33.6155    44.9995      16.694
13   66.7533    51.6378      16.536
14   33.2415    53.3043      16.861
-------------------------当前TTI338----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    69.1947      22.326
2   69.6419    68.506      22.238
3   37.108    61.0133      22.495
5   69.2315    65.4486      22.409
7   72.2496    63.8301      22.606
8   52.469    69.234      22.036
10   51.1957    50.4988      16.655
11   33.6155    47.2995      16.762
13   66.7533    49.274      16.564
14   33.2415    50.8739      16.89
-------------------------当前TTI339----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.8752      22.392
2   69.6419    70.7554      22.329
3   37.108    59.012      22.536
5   69.2315    65.3037      22.473
7   72.2496    64.8471      22.68
8   52.469    68.4106      22.097
10   51.1957    48.7489      16.688
11   33.6155    47.1696      16.808
13   66.7533    47.8466      16.599
14   33.2415    54.1865      16.974
-------------------------当前TTI340----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.4877      22.447
2   69.6419    67.7799      22.37
3   37.108    63.3108      22.638
5   69.2315    64.9733      22.535
7   72.2496    66.3624      22.76
8   52.469    67.1695      22.153
10   51.1957    48.974      16.739
11   33.6155    47.2526      16.856
13   66.7533    46.6619      16.635
14   33.2415    55.1679      17.038
-------------------------当前TTI341----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.0389      22.51
2   69.6419    69.1019      22.451
3   37.108    62.4797      22.693
5   69.2315    63.876      22.589
7   72.2496    67.4262      22.837
8   52.469    67.2525      22.221
10   51.1957    47.8766      16.777
11   33.6155    45.3273      16.884
13   66.7533    48.4957      16.7
14   33.2415    56.2511      17.104
-------------------------当前TTI342----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.335      22.58
2   69.6419    66.5917      22.495
3   37.108    64.7317      22.778
5   69.2315    64.5884      22.66
7   72.2496    68.5836      22.916
8   52.469    65.3273      22.269
10   51.1957    49.8889      16.845
11   33.6155    45.2946      16.929
13   66.7533    47.7461      16.741
14   33.2415    55.026      17.148
-------------------------当前TTI343----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.1015      22.645
2   69.6419    66.2325      22.558
3   37.108    65.2585      22.848
5   69.2315    65.8296      22.737
7   72.2496    68.8252      22.987
8   52.469    63.7946      22.319
10   51.1957    49.5      16.891
11   33.6155    46.5651      16.987
13   66.7533    48.1715      16.793
14   33.2415    53.7234      17.19
-------------------------当前TTI344----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.0914      22.712
2   69.6419    67.2092      22.634
3   37.108    64.2327      22.903
5   69.2315    67.3466      22.818
7   72.2496    69.1427      23.059
8   52.469    62.0151      22.365
10   51.1957    48.75      16.933
11   33.6155    45.6086      17.024
13   66.7533    45.4544      16.814
14   33.2415    58.2511      17.289
-------------------------当前TTI345----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.9823      22.768
2   69.6419    66.8883      22.698
3   37.108    65.7094      22.982
5   69.2315    68.0119      22.892
7   72.2496    69.2284      23.129
8   52.469    61.3136      22.42
10   51.1957    48.675      16.981
11   33.6155    45.7477      17.071
13   66.7533    45.509      16.86
14   33.2415    58.226      17.347
-------------------------当前TTI346----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.9841      22.844
2   69.6419    68.6995      22.783
3   37.108    62.9385      23.02
5   69.2315    67.8107      22.958
7   72.2496    69.2056      23.198
8   52.469    61.5822      22.484
10   51.1957    49.6075      17.039
11   33.6155    44.5729      17.105
13   66.7533    47.3581      16.924
14   33.2415    56.6034      17.389
-------------------------当前TTI347----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.2857      22.914
2   69.6419    70.0296      22.865
3   37.108    61.2447      23.066
5   69.2315    67.1296      23.019
7   72.2496    67.585      23.251
8   52.469    63.924      22.569
10   51.1957    49.1468      17.084
11   33.6155    44.5156      17.149
13   66.7533    47.2223      16.97
14   33.2415    57.2431      17.452
-------------------------当前TTI348----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.6571      22.975
2   69.6419    68.5266      22.92
3   37.108    63.4202      23.149
5   69.2315    67.4166      23.089
7   72.2496    67.4265      23.317
8   52.469    63.8316      22.632
10   51.1957    49.7321      17.139
11   33.6155    45.664      17.205
13   66.7533    46.9001      17.014
14   33.2415    55.9188      17.496
-------------------------当前TTI349----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.6914      23.052
2   69.6419    68.4739      22.988
3   37.108    62.3782      23.202
5   69.2315    67.2749      23.155
7   72.2496    67.3839      23.384
8   52.469    64.0484      22.698
10   51.1957    49.4589      17.186
11   33.6155    45.3976      17.248
13   66.7533    47.4101      17.066
14   33.2415    55.9269      17.552
-------------------------当前TTI350----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.6223      23.119
2   69.6419    67.7265      23.049
3   37.108    63.1404      23.272
5   69.2315    65.9474      23.209
7   72.2496    66.1455      23.439
8   52.469    66.5436      22.787
10   51.1957    50.313      17.244
11   33.6155    44.8578      17.288
13   66.7533    46.2691      17.102
14   33.2415    56.7342      17.616
-------------------------当前TTI351----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3601      23.184
2   69.6419    68.9539      23.129
3   37.108    62.1264      23.325
5   69.2315    65.7527      23.273
7   72.2496    66.2309      23.506
8   52.469    66.6892      22.855
10   51.1957    48.8817      17.28
11   33.6155    46.872      17.353
13   66.7533    46.6422      17.152
14   33.2415    55.7608      17.663
-------------------------当前TTI352----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8241      23.236
2   69.6419    68.5585      23.194
3   37.108    64.0138      23.406
5   69.2315    64.3774      23.325
7   72.2496    67.8078      23.588
8   52.469    66.5203      22.92
10   51.1957    49.2935      17.333
11   33.6155    47.0848      17.402
13   66.7533    47.578      17.208
14   33.2415    54.0847      17.702
-------------------------当前TTI353----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.8417      23.312
2   69.6419    68.1026      23.258
3   37.108    63.5124      23.465
5   69.2315    66.6397      23.412
7   72.2496    67.227      23.65
8   52.469    64.7683      22.969
10   51.1957    47.7642      17.367
11   33.6155    47.6763      17.455
13   66.7533    46.7202      17.247
14   33.2415    55.8762      17.774
-------------------------当前TTI354----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.6575      23.387
2   69.6419    67.6923      23.322
3   37.108    63.1612      23.525
5   69.2315    65.7757      23.47
7   72.2496    66.4043      23.709
8   52.469    66.4915      23.051
10   51.1957    47.6878      17.414
11   33.6155    47.4087      17.5
13   66.7533    47.9482      17.306
14   33.2415    54.9886      17.821
-------------------------当前TTI355----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.8918      23.447
2   69.6419    67.5231      23.388
3   37.108    64.1451      23.598
5   69.2315    64.1981      23.52
7   72.2496    64.9639      23.761
8   52.469    69.4424      23.147
10   51.1957    47.319      17.458
11   33.6155    46.8678      17.542
13   66.7533    48.7534      17.362
14   33.2415    55.0897      17.877
-------------------------当前TTI356----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3026      23.518
2   69.6419    67.4708      23.455
3   37.108    63.8306      23.659
5   69.2315    65.1783      23.594
7   72.2496    64.7675      23.824
8   52.469    68.5982      23.208
10   51.1957    46.4871      17.497
11   33.6155    46.381      17.584
13   66.7533    49.3781      17.417
14   33.2415    55.8807      17.94
-------------------------当前TTI357----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.1723      23.584
2   69.6419    66.4237      23.512
3   37.108    65.0475      23.735
5   69.2315    65.3605      23.661
7   72.2496    64.8907      23.89
8   52.469    68.3384      23.274
10   51.1957    46.2384      17.541
11   33.6155    46.4429      17.631
13   66.7533    47.5403      17.448
14   33.2415    57.7926      18.015
-------------------------当前TTI358----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.6551      23.636
2   69.6419    67.6813      23.591
3   37.108    65.2428      23.802
5   69.2315    66.5245      23.738
7   72.2496    66.1016      23.967
8   52.469    65.9046      23.318
10   51.1957    46.9146      17.594
11   33.6155    48.1986      17.695
13   66.7533    45.7863      17.478
14   33.2415    57.1133      18.066
-------------------------当前TTI359----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8896      23.724
2   69.6419    69.8132      23.68
3   37.108    60.9185      23.824
5   69.2315    66.8721      23.808
7   72.2496    65.7914      24.03
8   52.469    65.9141      23.384
10   51.1957    47.7231      17.649
11   33.6155    47.6787      17.738
13   66.7533    45.7077      17.523
14   33.2415    56.802      18.12
-------------------------当前TTI360----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.0006      23.793
2   69.6419    69.7319      23.749
3   37.108    60.9267      23.885
5   69.2315    66.3849      23.87
7   72.2496    63.8123      24.076
8   52.469    68.3227      23.474
10   51.1957    49.0508      17.71
11   33.6155    48.9108      17.798
13   66.7533    46.5369      17.577
14   33.2415    53.5218      18.144
-------------------------当前TTI361----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.9005      23.85
2   69.6419    69.3587      23.815
3   37.108    62.434      23.961
5   69.2315    67.0464      23.943
7   72.2496    64.4311      24.146
8   52.469    67.0904      23.53
10   51.1957    49.0457      17.759
11   33.6155    51.0197      17.868
13   66.7533    45.9832      17.618
14   33.2415    51.9696      18.182
-------------------------当前TTI362----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3104      23.921
2   69.6419    70.2228      23.893
3   37.108    61.1906      24.011
5   69.2315    66.3418      24.003
7   72.2496    66.388      24.23
8   52.469    65.8814      23.585
10   51.1957    48.9411      17.807
11   33.6155    50.0177      17.909
13   66.7533    44.4849      17.649
14   33.2415    54.4726      18.259
-------------------------当前TTI363----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.2794      23.998
2   69.6419    71.3005      23.974
3   37.108    59.1715      24.052
5   69.2315    65.6076      24.062
7   72.2496    67.4492      24.307
8   52.469    65.4933      23.647
10   51.1957    50.047      17.867
11   33.6155    50.6159      17.965
13   66.7533    44.3364      17.692
14   33.2415    53.0253      18.299
-------------------------当前TTI364----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.9515      24.073
2   69.6419    70.2704      24.035
3   37.108    59.4544      24.114
5   69.2315    66.1468      24.133
7   72.2496    68.2043      24.382
8   52.469    64.144      23.699
10   51.1957    50.8423      17.925
11   33.6155    50.2543      18.012
13   66.7533    45.2028      17.745
14   33.2415    51.7228      18.339
-------------------------当前TTI365----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.1563      24.134
2   69.6419    67.8434      24.081
3   37.108    62.709      24.206
5   69.2315    66.4321      24.202
7   72.2496    67.6839      24.445
8   52.469    64.4296      23.766
10   51.1957    50.5581      17.973
11   33.6155    50.9289      18.069
13   66.7533    44.0825      17.779
14   33.2415    52.5505      18.399
-------------------------当前TTI366----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.6407      24.197
2   69.6419    66.6591      24.137
3   37.108    64.4381      24.286
5   69.2315    65.9889      24.264
7   72.2496    68.2155      24.518
8   52.469    64.3866      23.83
10   51.1957    50.9023      18.027
11   33.6155    51.736      18.128
13   66.7533    43.3743      17.816
14   33.2415    52.0955      18.447
-------------------------当前TTI367----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.0766      24.259
2   69.6419    67.0932      24.208
3   37.108    64.4943      24.351
5   69.2315    64.99      24.32
7   72.2496    69.194      24.596
8   52.469    64.4479      23.895
10   51.1957    51.5121      18.084
11   33.6155    50.1624      18.164
13   66.7533    44.8369      17.874
14   33.2415    51.586      18.494
-------------------------当前TTI368----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8689      24.334
2   69.6419    68.2839      24.287
3   37.108    62.5449      24.396
5   69.2315    63.991      24.375
7   72.2496    69.1746      24.665
8   52.469    65.4031      23.969
10   51.1957    51.9609      18.14
11   33.6155    50.3462      18.216
13   66.7533    46.2532      17.933
14   33.2415    49.4274      18.524
-------------------------当前TTI369----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    68.782      24.411
2   69.6419    67.9555      24.352
3   37.108    61.8904      24.452
5   69.2315    62.6919      24.426
7   72.2496    68.9571      24.732
8   52.469    66.9628      24.05
10   51.1957    53.4648      18.207
11   33.6155    49.9116      18.262
13   66.7533    45.6279      17.973
14   33.2415    48.9847      18.569
-------------------------当前TTI370----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.8038      24.47
2   69.6419    66.96      24.41
3   37.108    63.9014      24.534
5   69.2315    63.6227      24.498
7   72.2496    70.3614      24.815
8   52.469    64.6665      24.094
10   51.1957    53.1183      18.257
11   33.6155    50.2204      18.315
13   66.7533    45.5651      18.018
14   33.2415    49.0862      18.619
-------------------------当前TTI371----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.4234      24.524
2   69.6419    66.064      24.468
3   37.108    66.1113      24.62
5   69.2315    63.8604      24.564
7   72.2496    70.9253      24.891
8   52.469    63.8999      24.151
10   51.1957    52.6065      18.305
11   33.6155    50.3984      18.367
13   66.7533    46.8086      18.076
14   33.2415    48.1776      18.659
-------------------------当前TTI372----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8811      24.585
2   69.6419    66.4576      24.538
3   37.108    66.2002      24.687
5   69.2315    64.4744      24.634
7   72.2496    70.0328      24.953
8   52.469    64.2099      24.218
10   51.1957    53.2458      18.364
11   33.6155    50.0586      18.414
13   66.7533    46.7277      18.122
14   33.2415    47.8598      18.704
-------------------------当前TTI373----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.593      24.648
2   69.6419    66.7118      24.607
3   37.108    66.2802      24.754
5   69.2315    62.727      24.681
7   72.2496    67.9295      25.002
8   52.469    67.9889      24.32
10   51.1957    53.7212      18.422
11   33.6155    52.5527      18.489
13   66.7533    48.5549      18.187
14   33.2415    43.0738      18.704
-------------------------当前TTI374----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.4337      24.722
2   69.6419    66.6406      24.673
3   37.108    65.4522      24.812
5   69.2315    63.0543      24.747
7   72.2496    66.3366      25.054
8   52.469    69.19      24.4
